Name;Index;Count;TotalTrades;BasePrice;DailyVolume
High-Quality Ghost Mushroom;5457;0;674243;7,4;200
High-Quality Ghost Mushroom Hypha;6965;0;20002;112;8
High-Quality Grape;7329;1513;8775218;13;2,669
High-Quality Grape Seed;6811;17;86443;94;22
High-Quality Ham Sandwich;9290;7347;12891621;66;8,972
High-Quality Haystack;7024;32;187946;205;36
High-Quality Hot Pepper;7327;0;75151374;12,1;45,352
High-Quality Hot Pepper Seed;6714;0;192207;82;121
High-Quality Hump Mushroom;5459;146;2927562;17,6;2,17
High-Quality Hump Mushroom Hypha;6967;113;53825;81,5;16
High-Quality Leccinum;5500;257;390156;4,54;285
High-Quality Leccinum Mushroom Hypha;6935;85;3302;30,1;1
High-Quality Meat Sandwich;9443;7865;791353;82;179
High-Quality Merchant Wagon Cover;53508;0;39096;2,010,000;1
High-Quality Merchant Wagon Wheel;53408;0;54202;2,140,000;2
High-quality Mesima;5556;0;45911;18,9;247
High-quality Mesima Hypha;8945;0;4917;101;20
High-Quality Noble Wagon Cover;53509;1;61218;2,010,000;2
High-Quality Noble Wagon Wheel;53409;0;45338;2,800,000;1
High-Quality Nolina;5496;403;170152;4,24;201
High-Quality Nolina Seed;6931;309;4694;37,9;1
High-Quality Olive;7331;1344;4991219;12,5;765
High-Quality Olive Seed;6813;0;330791;97;19
High-Quality Onion;7325;0;59793686;12,9;30,769
High-Quality Onion Seed;6712;0;546561;87;230
High-Quality Paprika;7334;0;3651476;13,4;1,233
High-Quality Paprika Seed;6815;0;50287;90,5;21
High-Quality Paste Bait;9702;0;377283;4,89;74
High-Quality Penestraria;5497;0;315031;6,05;148
High-Quality Penestraria Seed;6932;376;11887;14,7;2
High-Quality Pepper;7323;0;73439421;11,6;24,76
High-Quality Pepper Seed;6710;0;770308;79;235
High-Quality Pie Mushroom;5502;90;371325;3,49;163
High-Quality Pie Mushroom Hypha;6937;770;10763;23,1;34
High-Quality Potato;7008;3064;2794417;5,05;2,251
High-Quality Pumpkin;7328;634;2493980;11,2;989
High-Quality Pumpkin Seed;6715;0;77988;84;38
High-Quality Purple Mushroom;5501;20;2361071;4,15;1,365
High-Quality Purple Mushroom Hypha;6936;3510;138993;21,9;69
High-quality Red-spotted Amanita;5554;456;23209;9,6;225
High-quality Red-spotted Amanita Hypha;8940;0;3093;37,7;30
High-Quality Seafood Pasta;9441;155;513440;8,45;43
High-Quality Seed Potato;6816;8;70916;16,1;64
High-Quality Seed Sweet Potato;6820;158;78742;12,1;17
High-Quality Silk Honey Grass;5448;239;850140;1,94;262
High-Quality Silk Honey Grass Seed;6956;181;26311;27,5;7
High-Quality Silver Azalea;5445;0;1447720;2,23;289
High-Quality Silver Azalea Seed;6953;993;34091;11,3;38
High-Quality Sky Mushroom;5454;0;700513;3,68;168
High-Quality Sky Mushroom Hypha;6962;121;14255;32,2;6
High-Quality Strawberry;7321;17;33292652;11,2;7,884
High-Quality Strawberry Seed;6708;769;470732;38,2;112
High-Quality Sunflower;7330;0;78812366;14,4;12,96
High-Quality Sunflower Seed;6812;0;1009842;97;169
High-Quality Sunrise Herb;5444;0;3184516;1,94;1,818
High-Quality Sunrise Herb Seed;6952;478;62150;9,7;24
High-Quality Sweet Potato;7009;619;57063420;2,89;29,915
High-Quality Tiger Mushroom;5455;0;269952;3,68;14
High-Quality Tiger Mushroom Hypha;6963;92;8714;77,5;1
High-Quality Tomato;7333;0;2911521;12,9;911
High-Quality Tomato Seed;6814;0;43154;87;12
High-Quality Wheat;7006;631;13730382;7,95;2,373
High-Quality Wheat Seed;6818;956;506843;12,4;132
Honey Wine;9206;38397;117495498;2,73;65,398
Honeycomb Cookie;9266;0;14352466;18,7;10,579
Hot Pepper;7305;0;138785948;2,56;87,973
Hot Pepper Seed;6705;0;825014;2,67;864
HP Potion (Extra Large);524;10;14907054;1,32;7,743
HP Potion (Large);519;32441;94715870;324;38,632
HP Potion (Medium);518;415861;28565326;129;12,536
HP Potion (Small);517;220;18994714;51;10,384
Hughol's Aad Sphera;702527;0;180;52,000,000;0
Hughol's Celestial Bo Staff;702521;0;120;52,000,000;0
Hughol's Cestus;702531;0;219;52,000,000;1
Hughol's Crescent Blade;702523;0;193;52,000,000;1
Hughol's Crimson Glaives;702532;0;384;52,000,000;1
Hughol's Gardbrace;702530;0;179;52,000,000;1
Hughol's Godr Sphera;702528;0;140;52,000,000;0
Hughol's Greatbow;702534;0;262;52,000,000;1
Hughol's Greatsword;702517;0;137;52,000,000;0
Hughol's Iron Buster;702519;0;37;52,000,000;1
Hughol's Kamasylven Sword;702520;0;114;52,000,000;0
Hughol's Kerispear;702524;0;98;52,000,000;0
Hughol's Lancia;702522;0;85;52,000,000;1
Hughol's Sah Chakram;702526;0;126;52,000,000;1
Hughol's Scythe;702518;0;268;52,000,000;1
Hughol's Sura Katana;702525;0;168;52,000,000;0
Hughol's Vediant;702529;1;244;52,000,000;1
Hump Mushroom;5416;0;2885681;3,51;1,525
Hump Mushroom Hypha;6916;0;37629;22,4;17
Hunter's Salad;9459;437;820829;22,2;461
Immaculate Crescent Blade;14761;35;133254;1,770,000;14
Immortal: Armor Draught;876;0;1;3,080,000;0
Immortal: Beast's Draught;1162;0;10;2,700,000;1
Immortal: Bracing Spirit Perfume Elixir;875;0;1;16,900,000;1
Immortal: Elixir of Deep Sea;1169;0;1;26,400,000;0
Immortal: Elixir of Indignation;873;0;0;3,510,000;0
Immortal: Frenzy Draught;1165;0;8;4,680,000;1
Immortal: Frenzy Draught of Corruption;1052;0;0;3,730,000;0
Immortal: Giant's Draught;1163;0;35;8,900,000;1
Immortal: Khalk's Elixir;1168;0;2;18,300,000;1
Immortal: Perfume of Charm;877;0;1;19,700,000;0
Immortal: Perfume of Courage;1167;0;2;20,500,000;0
Immortal: Perfume of Insight;874;0;0;17,300,000;0
Immortal: Savage Draught;1164;0;4;3,810,000;0
Immortal: Spirit Perfume Elixir;1166;0;309;33,700,000;1
Imp Boss's Knife;3013;66;66665;38,200,000;37
Impeccably Polished Stone;8183;0;77923;187;122
Imperfect Alchemy Stone of Destruction;45201;118;140256;940;104
Imperfect Alchemy Stone of Destruction;45202;0;1135;2,800,000;1
Imperfect Alchemy Stone of Destruction;45203;0;97;8,150,000;1
Imperfect Alchemy Stone of Destruction;45204;0;16;33,000,000;0
Imperfect Alchemy Stone of Life;45265;331;155180;935;143
Imperfect Alchemy Stone of Life;45266;0;1253;2,800,000;1
Imperfect Alchemy Stone of Life;45267;0;92;8,150,000;1
Imperfect Alchemy Stone of Life;45268;0;23;33,000,000;0
Imperfect Alchemy Stone of Protection;45233;0;132568;1,020,000;97
Imperfect Alchemy Stone of Protection;45234;0;661;2,800,000;2
Imperfect Alchemy Stone of Protection;45235;0;61;8,150,000;1
Imperfect Alchemy Stone of Protection;45236;0;8;33,000,000;0
Imperfect Lightstone of Earth;766105;379531;642779;3,020,000;3,042
Imperfect Lightstone of Fire;766104;2922;1420594;3,020,000;11,442
Imperfect Lightstone of Flora;766107;58348;523048;3,020,000;1,948
Imperfect Lightstone of Wind;766106;21300;686809;3,020,000;5,572
Imperial Platinum Kettle;24212;0;12741;5,850,000;1
Improved Elixir of Amity;665;1225;669011;158;176
Incense Trinket;13003;15;497681;89;78
Indigo Lapis Lazuli;4492;3471;138359;1,250,000;96
Inorganic Fertilizer;16901;0;6645140;1,41;1,831
Insectivore Plant Flower;5440;0;30233;11,7;1
Insectivore Plant Leaf;5441;0;96490;12,1;1
Insectivore Plant Powder;5601;0;3731285;55,5;3,727
Insectivore Plant Root;5443;0;27393;10,7;3
Insectivore Plant Sap;5602;0;263356;44,5;184
Insectivore Plant Stalk;5442;0;16886;11,1;1
Instant HP Potion (Extra Large);529;0;24589904;2,1;28,28
Instant HP Potion (Large);528;0;1978517;790;732
Instant HP Potion (Medium);514;0;196921;314;30
Instant HP Potion (Small);513;10231;1442942;77;10,489
Instant MP Potion (Extra Large);532;1342;5267071;2,1;7,952
Instant MP Potion (Large);531;0;1128247;790;1,01
Instant MP Potion (Medium);516;1;77270;314;102
Instant MP Potion (Small);515;0;35440;126;1
Intact Griffon's Beak;9773;19;1072;28,000,000;3
Intermediate Alchemy Tool;3702;0;420613;670;65
Intermediate Cooking Utensil;3718;0;458104;289;192
Inverted Heart of Garmoth;9771;0;6995;8,500,000,000;4
Iridescent Lightstone;766101;69;27040;299,000,000;162
Iron Chain Gardbrace;14823;4;59802;107;3
Iron Crescent Blade;14763;2;80689;107;4
Iron Ingot;4052;1740;145009974;9,15;70,072
Iron Ore;4001;65931;3239653770;770;1,665,235
Iron Vambrace;11305;77;341430;52;31
Izaro Riding Crop;705155;0;40614;8,200,000;65
Izaro Trainer's Clothes;705153;0;3485;8,200,000;3
Jack-O'-Lantern Ornament;3023;0;22921;36;2
Jade;4493;4928;569567;45,1;5,003
Jade Coral Ingot;4269;1929;14834023;745;6,402
Jade Starlight Candle Stand;24526;0;15;3,910,000;0
Jade Starlight Forest Brazier;24509;0;198;7,850,000;1
Jade Starlight Wall Candle Stand;24527;0;2;3,930,000;0
JIN Glorious Crystal of Courage - Ignore Grapple Resistance;15703;0;53;307,000,000;1
JIN Glorious Crystal of Courage - Ignore Knockback Resistance;15697;0;14;307,000,000;1
JIN Glorious Crystal of Courage - Ignore Knockdown Resistance;15700;0;77;307,000,000;1
JIN Glorious Crystal of Courage - Ignore Stun Resistance;15706;0;5;243,000,000;0
JIN Glorious Crystal of Honor - Special Evasion;15689;0;726;307,000,000;2
JIN Magic Crystal - Addis;15816;33;26122;68,500,000;22
JIN Magic Crystal - Carmae;15813;10;35258;80,500,000;46
JIN Magic Crystal - Cobelinus;15804;21;38081;244,000,000;25
JIN Magic Crystal - Harphia;15801;0;38311;307,000,000;21
JIN Magic Crystal - Hystria;15810;13;18350;81,500,000;25
JIN Magic Crystal - Viper;15807;0;123551;307,000,000;86
Jubre Talisman;10504;41;690300;38,2;35
Juicy Steak;9430;308;2625859;55;980
Jumbo King of Jungle Hamburg;9464;51101;151273042;65;144,004
Kagtum Submission Ring;12059;228734;585367;1,760,000;493
Kaia Fishing Boat Cargo Container;49210;0;4696;12,600,000;0
Kaia Fishing Boat Decoration;49410;0;6532;13,900,000;1
Kaia Fishing Boat Prow;49310;4;11266;11,200,000;3
Kaia Rowboat Cargo Container;49211;0;1262;4,890,000;0
Kaia Rowboat Decoration;49411;0;2010;7,000,000;0
Kaia Rowboat Prow;49311;1;6749;7,000,000;1
Kalis Amulet;10412;16;312184;56,5;56
Kalis Axe;10612;32;472527;56,5;55
Kalis Battle Axe;690515;34;123426;56,5;56
Kalis Belt;12205;6610;643640;49,3;14
Kalis Blade;13312;30;652179;56,5;54
Kalis Crescent Pendulum;13412;23;296595;56,5;53
Kalis Crossbow;13712;43;187351;56,5;54
Kalis Earring;11805;524;375152;36,3;54
Kalis Florang;718512;53;143603;56,5;58
Kalis Gauntlet;11212;38;540792;56,5;55
Kalis Kriegsmesser;11362;18;594921;56,5;56
Kalis Kyve;732262;44;30361;56,5;55
Kalis Longbow;10212;3;395885;56,5;58
Kalis Longsword;10012;0;691704;56,5;61
Kalis Morning Star;730513;42;48296;56,5;56
Kalis Necklace;11605;0;1117378;224;105
Kalis Ring;12005;4902;887831;30,2;138
Kalis Serenaca;733012;42;23139;56,5;54
Kalis Shamshir;692013;35;50886;56,5;59
Kalis Shortsword;13212;22;362653;56,5;56
Kalis Slayer;735412;13;9685;56,5;59
Kalis Staff;14412;44;338423;56,5;61
Kamalam Cestus;14831;3;78851;107;3
Kamasylvia Backrest Chair;2383;0;4038;2,030,000;1
Kamasylvia Meal;9635;58584;19597077;32,4;12,539
Kamasylvian Atanis Bench;2396;0;2881;2,520,000;3
Kamasylvian Basic Wine Jar;24873;0;977;2,810,000;0
Kamasylvian Carved Bedside Table;24867;0;212;3,990,000;0
Kamasylvian Clock Stand;24864;0;435;3,810,000;0
Kamasylvian Commander's Chair;2381;21;51570;5,600,000;16
Kamasylvian Compact Bench;2384;0;2963;2,140,000;0
Kamasylvian Compact Wine Jar;24872;0;4101;4,040,000;1
Kamasylvian Grace Bedside Table;24863;0;8147;4,750,000;3
Kamasylvian Grove Partition;24868;105;37267;4,020,000;16
Kamasylvian Lemoria Drawers;24862;0;4423;3,970,000;1
Kamasylvian Loopy Bench;2398;0;943;2,520,000;1
Kamasylvian Loopy Short Bench;2397;0;2059;2,520,000;1
Kamasylvian Meeting Chair;2399;0;29248;2,050,000;2
Kamasylvian Melody Side Table;24871;0;1475;2,960,000;0
Kamasylvian Multi-Tiered Wine Rack;24877;0;5326;3,910,000;1
Kamasylvian Old Moon Round Table;24869;0;1835;4,890,000;0
Kamasylvian Patterned Bedside Table;24865;0;566;5,450,000;0
Kamasylvian Single Tiered Wine Rack;24875;0;3064;4,750,000;2
Kamasylvian Squared Chair;2382;0;14622;2,890,000;1
Kamasylvian Standard Bench;2395;0;1902;2,520,000;1
Kamasylvian Two-Tiered Wine Rack;24876;0;2049;3,770,000;1
Kamasylvian Webbed Bedside Table;24866;0;560;6,050,000;0
Kamasylvian Wine Jar;24874;0;2422;2,550,000;1
Karanda's Plume Ornament;3038;8;26310;80,5;3
Khalk's Elixir;748;221;740466;5,200,000;1,728
Khalk's Fermented Wine;9469;4090;453031;72,5;250
Khalk's Strong Fermented Wine;9470;1168;62407;384;37
Khalk's Wings;3042;35;20262;27,100,000;6
Khan's Heart: Destruction;45503;0;141;4,710,000,000;1
Khan's Heart: Life;45514;0;4807;9,250,000,000;5
Khan's Heart: Protection;45513;0;50;4,880,000,000;1
King Brown Bear Head;3070;0;252;93,500,000;1
King Clam;24839;11;7095;17;5
King Clam Wall Ornament;24626;0;1457;107;0
King of Jungle Hamburg;9463;104033;495560813;59,5;525,568
Kite Shield;10105;16;517131;52;31
Knight Combat Rations;9631;24918;23798314;57,5;14,116
Knitting Yarn;5854;910;121089536;3,43;44,524
Krea Amulet;10456;15;126787;40,9;34
Krea Axe;10656;19;995816;40,9;40
Krea Battle Axe;690518;106;171619;40,9;33
Krea Blade;13356;46;689734;40,9;36
Krea Crescent Pendulum;13420;64;521112;40,9;33
Krea Crossbow;13756;69;129116;40,9;35
Krea Dagger;10324;24;670442;29,7;44
Krea Florang;718520;27;89733;40,9;34
Krea Gauntlet;11220;30;791565;40,9;40
Krea Haladie;692510;101;41751;29,7;30
Krea Horn Bow;13124;1;424233;29,7;35
Krea Kriegsmesser;11370;18;702991;40,9;37
Krea Kunai;14524;78;427895;29,7;34
Krea Kyve;732265;90;13892;40,9;28
Krea Longbow;10256;2;413135;40,9;33
Krea Longsword;10056;2;885986;40,9;40
Krea Mareca;733209;17;15990;29,7;35
Krea Morning Star;730516;52;58750;40,9;35
Krea Noble Sword;13524;39;417585;29,7;36
Krea Ornamental Knot;10724;32;931387;29,7;41
Krea Quoratum;730710;96;81356;29,7;35
Krea Ra'ghon;13824;129;523730;29,7;35
Krea Serenaca;733015;57;22360;40,9;38
Krea Shamshir;692016;96;63525;40,9;34
Krea Shard;735609;12;4199;29,7;36
Krea Shield;10124;12;1250542;29,7;43
Krea Shortsword;13256;6;275465;40,9;36
Krea Shuriken;14624;65;423552;29,7;37
Krea Slayer;735415;4;4560;40,9;38
Krea Staff;14456;23;275979;40,9;38
Krea Talisman;10524;11;210240;29,7;33
Krea Trinket;13024;73;277115;29,7;33
Krea Vambrace;11324;11;932314;29,7;40
Krea Vitclari;719024;67;207933;29,7;37
Krogdalo's Barding - Earth;52609;0;195;404,000,000;1
Krogdalo's Barding - Sea;52615;0;414;560,000,000;2
Krogdalo's Barding - Wind;52612;2;4055;1,120,000,000;11
Krogdalo's Champron - Earth;52509;0;94;419,000,000;1
Krogdalo's Champron - Sea;52515;0;353;680,000,000;1
Krogdalo's Champron - Wind;52512;0;3566;1,120,000,000;6
Krogdalo's Horseshoe - Earth;52909;0;219;685,000,000;1
Krogdalo's Horseshoe - Sea;52915;0;553;700,000,000;1
Krogdalo's Horseshoe - Wind;52912;0;5254;1,120,000,000;9
Krogdalo's Origin Stone;50801;656;1270566;17,600,000;1,939
Krogdalo's Saddle - Earth;52709;0;118;510,000,000;1
Krogdalo's Saddle - Sea;52715;0;106;815,000,000;1
Krogdalo's Saddle - Wind;52712;0;2704;1,120,000,000;4
Krogdalo's Stirrups - Earth;52809;0;107;575,000,000;1
Krogdalo's Stirrups - Sea;52815;0;118;850,000,000;1
Krogdalo's Stirrups - Wind;52812;0;3395;1,120,000,000;3
Kuku Bird Blood;6217;0;5874128;19,4;2,458
Kuku Bird Meat;7916;0;2484534;4,52;1,115
Kutum Dagger;10340;19;64026;241,000,000;15
Kutum Haladie;692516;3;9798;241,000,000;4
Kutum Horn Bow;13140;8;39277;241,000,000;10
Kutum Kunai;14540;2;14675;241,000,000;3
Kutum Lamp;3538;2;1351;466,000,000;2
Kutum Mareca;733215;3;3671;241,000,000;4
Kutum Noble Sword;13540;27;35878;241,000,000;12
Kutum Ornamental Knot;10740;15;40387;241,000,000;10
Kutum Quoratum;730716;7;10553;241,000,000;5
Kutum Ra'ghon;13840;2;22320;241,000,000;5
Kutum Shard;735615;6;1631;241,000,000;15
Kutum Shield;10140;19;72578;241,000,000;20
Kutum Shuriken;14640;0;22930;241,000,000;6
Kutum Talisman;10540;20;37204;241,000,000;10
Kutum Trinket;13040;4;13501;241,000,000;3
Kutum Vambrace;11340;12;50319;241,000,000;14
Kutum Vitclari;719040;9;16839;241,000,000;5
Kzarka Amulet;10410;7;45047;241,000,000;10
Kzarka Axe;10610;7;21064;241,000,000;6
Kzarka Battle Axe;690513;13;37424;241,000,000;12
Kzarka Blade;13310;3;57401;241,000,000;13
Kzarka Crescent Pendulum;13410;16;48289;241,000,000;16
Kzarka Crossbow;13710;9;31408;241,000,000;6
Kzarka Florang;718510;0;19072;241,000,000;7
Kzarka Gauntlet;11210;12;70334;241,000,000;17
Kzarka Kriegsmesser;11360;18;46744;241,000,000;9
Kzarka Kyve;732260;18;10562;241,000,000;6
Kzarka Longbow;10210;4;34227;241,000,000;10
Kzarka Longsword;10010;7;56292;241,000,000;17
Kzarka Morning Star;730511;10;11871;241,000,000;7
Kzarka Serenaca;733010;8;5022;241,000,000;5
Kzarka Shamshir;692011;5;12888;241,000,000;5
Kzarka Shortsword;13210;14;71641;241,000,000;16
Kzarka Slayer;735410;1;2608;241,000,000;22
Kzarka Staff;14410;11;72674;241,000,000;14
Labreska's Helmet;719897;12;643;41,900,000,000;5
Ladothan Shard;735605;23;3702;52;28
Lahr Mareca;733205;17;11334;52;28
Lamb Meat;7902;0;531947614;12,5;148,881
Lapis Lazuli;4490;55;437257;57;357
Large Wagon Lamp;53802;0;18996;70;4
Laytenn's Power Stone;11630;403;1804488;93,000,000;971
Lead Ingot;4055;2321;38472925;12,3;23,439
Lead Ore;4002;132294;767781533;835;397,003
Lean Lizard Kebab;9451;1068;410130;58,5;135
Lean Meat Pie;9288;2433;10652989;19,5;3,171
Lean Meat Salad;9425;0;11341960;29,9;7,188
Lean Steamed Fish;9439;779;51907;1,57;58
Leather Combat Saddle;52703;1;560717;705;58
Leather Combat Stirrups;52803;0;404932;291;21
Leather Glaze;6183;0;4030531;210;710
Leather Saddle of Fighting Spirit;52705;1;238884;915;18
Leather Stirrups of Fighting Spirit;52805;0;301363;535;19
Leather Vambrace;11303;3;538810;89;78
Leccinum;5490;7147;98392;471;206
Leccinum Hypha;6928;0;3156;22,6;2
Leebur's Gloves;11102;16;71205;212,000,000;41
Legendary Beast's Blood;6351;35101;20044641;79;19,734
Lemoria Armor;11071;9804;698599;970;979
Lemoria Gloves;11072;89380;959570;970;670
Lemoria Helmet;11070;15661;513965;970;947
Lemoria Shoes;11073;87759;1456561;970;1,259
Levathan Shard;735603;334;7038;89;67
Life Spirit Stone;45301;82;234152;840;247
Life Spirit Stone;45302;41586;4721988;875;1,565
Light Hide Barding;52602;10;231869;810;38
Light Hide Saddle;52702;144;493599;430;267
Light Hide Stirrups;52802;0;346869;272;130
Light Iron Horseshoe;52902;54;1364307;498;492
Light Leather Barding of Storm;52604;0;213308;2,580,000;39
Light Leather Saddle of Storm;52704;0;158832;2,010,000;29
Light Leather Stirrups of Storm;52804;0;194843;1,680,000;32
Light Red Plumed Champron;52502;7;397341;505;56
Light Steel Horseshoe of Storm;52904;0;224063;2,240,000;31
Light Stir-Fried Bracken and Meat;9334;7395;5421198;71,5;11,522
Lightstone of Earth: Boulder;760009;487;2394;54,000,000;9
Lightstone of Earth: Disrupt;760005;3;558;4,400,000,000;5
Lightstone of Earth: Fitted;760003;5017;28869;5,150,000;71
Lightstone of Earth: Iron Wall;760001;601;45716;5,150,000;164
Lightstone of Earth: Mountain;760006;0;1455;630,000,000;9
Lightstone of Earth: Roots;760010;898;1349;54,000,000;3
Lightstone of Earth: Sand;760008;676;1859;54,000,000;6
Lightstone of Earth: Swamp;760007;679;1894;54,000,000;6
Lightstone of Earth: Veil;760004;3;1434;1,070,000,000;12
Lightstone of Earth: Waves;760002;4563;30870;5,150,000;78
Lightstone of Fire: Aerial;758009;271;1611;54,000,000;7
Lightstone of Fire: Blade;758020;0;1843;1,890,000,000;17
Lightstone of Fire: Blight;758004;2;2013;1,540,000,000;17
Lightstone of Fire: Claws;758019;24965;29106;5,150,000;42
Lightstone of Fire: Earthquake;758012;395;1484;270,000,000;6
Lightstone of Fire: Fallen;758006;14;5328;372,000,000;43
Lightstone of Fire: Frenzy;758007;17;1014;765,000,000;8
Lightstone of Fire: Ground;758008;6;2582;201,000,000;22
Lightstone of Fire: Marked;758002;4267;45557;5,150,000;206
Lightstone of Fire: Meteor;758015;1198;1309;54,000,000;5
Lightstone of Fire: Predation;758003;1593;67457;5,150,000;354
Lightstone of Fire: Rage;758001;261;63568;5,150,000;363
Lightstone of Fire: Rigid;758013;1173;1192;54,000,000;2
Lightstone of Fire: Roar;758005;36;5458;297,000,000;41
Lightstone of Fire: Rush;758018;25116;28225;5,150,000;35
Lightstone of Fire: Shadows;758010;10;1712;680,000,000;16
Lightstone of Fire: Strike;758011;0;1000;4,660,000,000;11
Lightstone of Fire: Typhoon;758016;1465;751;54,000,000;3
Lightstone of Fire: Vines;758014;1313;938;54,000,000;4
Lightstone of Fire: Zeal;758017;21317;33925;5,150,000;22
Lightstone of Flora: Bite;764012;4800;16367;5,150,000;63
Lightstone of Flora: Blue;764010;40;1923;54,000,000;11
Lightstone of Flora: Deft;764008;182;3076;54,000,000;15
Lightstone of Flora: Forest;764003;1;1522;1,390,000,000;14
Lightstone of Flora: Gallop;764017;5783;14939;5,150,000;46
Lightstone of Flora: Haggler;764021;11313;16044;5,150,000;13
Lightstone of Flora: Harvest;764019;4946;16897;5,150,000;47
Lightstone of Flora: Malleable;764007;18;1451;159,000,000;10
Lightstone of Flora: Paradise;764002;1;943;770,000,000;6
Lightstone of Flora: Patience;764004;3;2227;239,000,000;18
Lightstone of Flora: Plains;764011;1273;28497;5,150,000;117
Lightstone of Flora: Secret;764014;1487;26968;5,150,000;101
Lightstone of Flora: Steed;764009;3;2237;118,000,000;17
Lightstone of Flora: Stir;764006;12;1489;4,500,000,000;12
Lightstone of Flora: Time;764015;5120;15448;5,150,000;39
Lightstone of Flora: Tool;764016;10268;17210;5,150,000;40
Lightstone of Flora: Track;764005;57;3821;54,000,000;20
Lightstone of Flora: Trap;764013;7693;21131;5,150,000;48
Lightstone of Flora: Uncharted;764020;11677;15236;5,150,000;20
Lightstone of Flora: Wagon;764018;12566;13615;5,150,000;21
Lightstone of Flora: Wildlife;764001;2;864;468,000,000;5
Lightstone of Wind: Alert (Combat);762004;731;91411;5,150,000;552
Lightstone of Wind: Alert (Skill);762005;15336;40828;5,150,000;194
Lightstone of Wind: Feather;762006;0;4219;224,000,000;40
Lightstone of Wind: Fortune;762007;0;916;4,660,000,000;10
Lightstone of Wind: Heart;762001;2292;28535;5,150,000;106
Lightstone of Wind: Lungs;762003;1285;25483;5,150,000;128
Lightstone of Wind: Mind;762002;72;4128;54,000,000;30
Light-Swallowing Vediant;14816;1094;179514;1,770,000;16
Lightweight Plume;6157;71671;25093022;3,67;76,81
Lion Blood;6223;45604;33053900;5,95;186,542
Lion Hide;6020;133211;11581054;1,37;39,719
Lion Meat;7923;0;242737401;27,3;190,397
Liverto Amulet;10409;8;122365;4,170,000;14
Liverto Axe;10609;8;85058;4,170,000;17
Liverto Battle Axe;690512;121;69886;4,170,000;35
Liverto Blade;13309;10;143254;4,170,000;16
Liverto Crescent Pendulum;13409;78;118913;4,170,000;48
Liverto Crossbow;13709;6;60516;4,170,000;10
Liverto Florang;718509;2;45836;4,170,000;13
Liverto Gauntlet;11209;27;142048;4,170,000;24
Liverto Kriegsmesser;11359;30;138563;4,170,000;17
Liverto Kyve;732259;11;11175;4,170,000;8
Liverto Longbow;10209;1;101417;4,170,000;12
Liverto Longsword;10009;2;125454;4,170,000;18
Liverto Morning Star;730510;309;22040;4,170,000;20
Liverto Serenaca;733009;11;9719;4,170,000;15
Liverto Shamshir;692010;22;20461;4,170,000;10
Liverto Shortsword;13209;12;197612;4,170,000;26
Liverto Slayer;735409;3;3356;4,170,000;27
Liverto Staff;14409;58;232186;4,170,000;25
Lizard Blood;6208;44247;32895221;20,4;47,638
Lizard Hide;6008;0;10132046;8,8;5,138
Lizard Kebab;9406;7068;2531819;21,3;918
Lizard Meat;7908;658;9033868;5,95;4,491
Llama Blood;6227;22714;8778916;19,4;7,073
Llama Hide;6029;103698;1940863;1,25;2
Llama Meat;7956;0;19511767;9,05;4,281
Log;4605;0;687760961;9,15;347,773
Loggia Alchemist's Clothes;705114;0;16505;820;6
Loggia Belt;705504;9;229391;820;70
Loggia Butcher Knife;720523;2;70089;560;32
Loggia Cook's Clothes;705119;5;80632;820;24
Loggia Craftsman's Clothes;705514;1;36325;765;13
Loggia Earring;705502;69;440286;805;136
Loggia Fisher's Clothes;705107;28;29380;820;14
Loggia Fluid Collector;720521;2;33176;560;14
Loggia Gatherer's Clothes;705513;6;99046;820;35
Loggia Hoe;720519;1;31057;560;17
Loggia Hunter's Clothes;705109;8;29002;820;34
Loggia Lumbering Axe;720520;1;46864;560;22
Loggia Necklace;705501;42;234484;820;72
Loggia Pickaxe;720524;0;24625;560;14
Loggia Processing Stone;768088;4;12964;560;68
Loggia Riding Crop;705154;22;86136;755;43
Loggia Ring;705503;61;436357;820;133
Loggia Sailor's Clothes;705108;0;17269;820;8
Loggia Tanning Knife;720522;1;17269;560;27
Loggia Trainer's Clothes;705148;0;15892;820;11
Long Neck Vase;24160;0;8531;24,4;3
Long Pottery;24205;0;15432;286;5
Looney Elixir;777;24221;5204745;40,3;2,928
Loopy Tree Plank;4697;26325;106642337;1,96;36,577
Loopy Tree Plywood;4698;84183;7500219;15,5;14,089
Loopy Tree Sap;5018;0;99720891;13,7;96,856
Loopy Tree Timber;4615;1847;219962338;540;264,482
Lord Godr Sphera;14811;968;137688;1,770,000;12
Loria's Hand Mirror;24217;0;38477;505;9
Lucky Bronze Hoe;16814;0;6867;174;2
Lucky Butcher Knife;16817;0;255;8,1;1
Lucky Fluid Collector;16809;0;539;6,95;0
Lucky Hoe;16813;0;257;9,25;1
Lucky Lumbering Axe;16805;0;1963;10,5;1
Lucky Pickaxe;16825;0;260;12,1;1
Lucky Sharp Butcher Knife;16818;0;5698;174;1
Lucky Sharp Fluid Collector;16810;0;5764;174;1
Lucky Sharp Lumbering Axe;16806;0;5272;174;2
Lucky Sharp Pickaxe;16826;0;2770;174;1
Lucky Sharp Tanning Knife;16822;0;20711;174;9
Lucky Shining Fluid Collector;16812;3;9780;1,050,000;1
Lucky Shining Steel Butcher Knife;16820;0;25582;1,050,000;2
Lucky Shining Steel Hoe;16816;0;15875;1,050,000;3
